protocol,device_name,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
ARC-QKD,Mid-range,114.81756635416475,146.89559938264256,24.409931335395857,8.597019998276556,1.5138104756074384,3000,LDPC,0.05007140959696421,131.10680006965234,2.641527658284311,0.3308707073263138,1.4977810162320453,0.6476263033752331,0.1336563521773592,0.1377554302051155
ARC-QKD,Low-end,92.37238607108219,126.91845400711897,16.591196937029917,2.3478810625104294,1.13865227439953,3000,BCH,0.027756903367395915,230.64105964455456,3.0183723296026406,0.22073906857411654,1.6839819691893005,0.7515555594014235,0.18551154507503176,0.22142580847131535
BB84,Mid-range,110.82058017605293,147.84734445738863,27.798009657962083,5.287833597562871,0.3343061666705589,5000,LDPC,0.03740801001968282,178.95256258109717,5.323632812666394,0.49569992003511276,2.8340323845577373,1.3081998296747135,0.0973835351270025,0.2637523490761412
ARC-QKD,Mid-range,121.93063374301829,216.8412661790664,27.442733756507938,1.315826412890242,0.861650922206733,2000,BCH,0.011535466945250494,547.2909138033837,1.658994397243252,0.11860211904808016,0.8331484350172704,0.4464346631171853,0.05599784153035733,0.04167996914556559
BB84,Low-end,94.58961746934703,106.81510835284459,12.697782259297831,5.94660799451408,0.7080248817115844,3000,LDPC,0.02890484019541694,100.69270078927677,3.888244278467738,0.29959378637913564,2.143073535238015,1.01527053548349,0.17281380196477777,0.14924691906909032
ARC-QKD,Low-end,88.86230666434274,76.96426871403884,14.63604954206535,8.530868522679123,0.6490105575583323,4000,LDPC,0.056427607953640324,74.84460935424359,3.528335606173249,0.29153381455729127,1.9846321360051749,0.8485351077198213,0.09956672088396853,0.19706649995172057
BB84,High-end,173.39237222893323,473.92613775362787,37.75505569812876,8.310677232877746,1.021596524618955,5000,BCH,0.054593783855145586,63.0110816935828,4.489639684173465,0.4553590477892489,2.55190773101111,1.125646955589958,0.1937056388760037,0.17447082569981812
ECDH,High-end,156.23816683696217,470.5196844072308,35.445718658274686,2.4096874336689704,0.36964135941727383,0,LDPC,0.0,0.0,0.17125595405896696,0.0,0.0,0.0,0.0,0.0
ECDH,Low-end,82.85302318918836,117.61714180627213,13.75524952349738,7.8668214564888315,1.1230238791240283,0,BCH,0.0,0.0,0.3606447984980465,0.0,0.0,0.0,0.0,0.0
ARC-QKD,Low-end,98.53126449689265,112.62110510697917,17.524011872100132,9.489088440893118,1.8438198041485683,2000,BCH,0.06898250157595096,88.00924854863688,2.178476912332823,0.24877320705686198,1.1916145700159797,0.5056145390977429,0.14623378808334736,0.11116154500806379
ARC-QKD,Mid-range,127.52085537181952,200.32794561822882,36.77691119896978,3.133997480549816,1.2955033359623853,5000,BCH,0.03436580845748216,288.2498541985806,4.015668192808279,0.3956504083443455,2.3281837219927985,0.9837108634878617,0.15582328137628298,0.2340171865344412
ARC-QKD,Mid-range,104.82721810087433,191.00330830233602,27.747984476300022,3.0261873738268914,0.3007588461089022,1000,BCH,0.011614080606174873,428.70155915572013,1.585153867720002,0.10357552587221096,0.9390262555355626,0.3917424799318877,0.13151689857953705,0.0366290133326348
ARC-QKD,Low-end,92.20115195532249,92.56246142433137,13.154289006255203,6.936260160940924,1.7746647367831183,3000,BCH,0.049955730136930665,116.42614222713445,2.79833947699778,0.37547809438251906,1.517015792068465,0.6907174657271714,0.25255737803836087,0.04833465208819326
ARC-QKD,Mid-range,127.39303123146053,176.17406765438756,23.83886865377046,3.572227812801251,1.9408941557133252,5000,BCH,0.03132195037418121,269.2474580929193,3.9438056472916694,0.32259824589008074,2.0914920563863464,1.0754584129147526,0.08797549273269877,0.21061366902116788
ARC-QKD,High-end,157.27319294542127,391.1097342383837,40.29411383550357,4.813679951751163,1.7527606277344623,4000,LDPC,0.04424641084713583,201.72880278241038,3.198955965641195,0.2393335311655413,1.8689184640085632,0.8009041508238751,0.22257342645620556,0.10203112996049621
ARC-QKD,Low-end,86.69021175928602,93.46840856288989,12.074067272591746,5.801946692261737,0.291247619035639,2000,LDPC,0.0339274258094082,69.63400936346434,2.3337698500978994,0.22379593723445912,1.2924949900974605,0.6328370807026128,0.1013903261447962,0.15275556191253156
ARC-QKD,High-end,155.20434887580748,378.9990362642378,42.327780714360856,0.8696715506477453,1.8263042520010044,4000,LDPC,0.019681456837129505,734.6284344506032,3.1607415785122632,0.4366532823692154,1.7258197562890158,0.8740818623717782,0.18479646608870615,0.16370216010911692
ARC-QKD,High-end,154.09491445988942,287.86318846906636,43.45715203663776,8.422345218739089,1.7259801698523525,3000,BCH,0.05846481933736628,167.0922429945466,2.569204063276043,0.3832187733005836,1.4543865985384092,0.6571307086962145,0.10455180275125246,0.1275028415094103
BB84,Low-end,93.12421481447626,90.1049827070652,13.87896678555694,5.055322452075734,0.6401288684933661,5000,BCH,0.034197050282737264,122.82219350240595,5.577066814557926,0.27657401076105553,3.125267582477028,1.4146238797183768,0.3146462686915709,0.2962313458736182
ARC-QKD,High-end,162.44509460049207,407.92291282994887,49.4611653859268,3.3168147959805996,1.7750892863847647,1000,BCH,0.03038620049455034,342.85045277214317,0.845674001701703,0.10444963303251521,0.4729552499496263,0.21140462244654315,0.03403317784306618,0.03325438692069455
BB84,Mid-range,107.63670564087603,197.37041635760872,26.46315730692715,3.7037824574846465,0.6737047448977889,1000,LDPC,0.027122378898333722,167.3779762528137,1.413801354418916,0.1752371231078471,0.7369401302836148,0.4338607762040384,0.03368023000868522,0.028528506318881555
ECDH,Mid-range,144.36703689371646,142.21712021187852,26.423876549329794,4.635592186458001,1.3129850136639432,0,LDPC,0.0,0.0,0.1615694152326565,0.0,0.0,0.0,0.0,0.0
ARC-QKD,Mid-range,104.01079250799694,145.47081000877537,27.08325073298403,3.9957886814633374,1.6230731116236994,5000,LDPC,0.03983710991702912,188.45602414602868,4.2238623099862584,0.28770737100636284,2.382664697432297,1.0582925380874955,0.0721551173402425,0.3268776157154215
ARC-QKD,High-end,155.91278365403718,415.3384234896082,45.85543298563059,1.9991735132389168,1.7168700661193366,1000,LDPC,0.03080284550146426,439.85655871966566,1.072421771821061,0.10496966562972905,0.6111237921639748,0.2691063238694083,0.08214184375152661,0.04137556157984015
ARC-QKD,High-end,162.51321499564904,411.153441904362,35.036808294049955,1.6595082493692905,0.37155897782093483,5000,BCH,0.01743660243126619,693.9108594929562,3.543969083739356,0.23351356834238526,1.8598406727675723,0.8168877661206319,0.1408885610742013,0.20342807731789184
ARC-QKD,Low-end,93.22785867366687,102.56243537238092,14.963761167313661,2.9127891505442505,1.1757802008520144,1000,BCH,0.025435491367290904,281.4556117631637,1.499514234417221,0.16453143319877941,0.8233065643211748,0.38285199560792604,0.07858765975742958,0.07837289963989504
BB84,Low-end,93.98025059147528,111.53670726713909,11.491998964196398,6.750846390165792,1.9322083103126384,1000,LDPC,0.05427917781706666,32.886784897806415,1.929655327614412,0.15547048403869024,1.011815516900795,0.4902185937549266,0.08033444350107236,0.14710788912292075
ARC-QKD,Low-end,82.49537752247173,113.41429285790514,15.836013082635237,8.180225016623398,0.6505587343199399,4000,LDPC,0.04084727352293255,125.39055523385294,3.4592245002380544,0.24483700942322353,2.0534416985848463,1.0000484076590546,0.22651981869221935,0.12469489504669375
ECDH,High-end,170.5385953549607,435.86971695324894,38.16231585292276,0.8115463802198347,1.2196474854353223,0,LDPC,0.0,0.0,0.21762062142807884,0.0,0.0,0.0,0.0,0.0
BB84,High-end,156.75114674066273,366.4345799312552,39.0186134359829,0.7987576475789298,1.7266662696081674,5000,BCH,0.025230295743286425,505.5228774159034,4.8463909565600645,0.8222047774617945,2.55475943623731,1.2711321908162385,0.2613085848926349,0.4351147829939582
ARC-QKD,Mid-range,121.05054224313622,181.5291743198694,28.571057021829105,8.540291838313944,1.1748282512779789,5000,LDPC,0.06027618561176171,95.23066888585277,3.963418065659431,0.3984311694831044,2.16088162724408,0.9074951860376567,0.138888552633443,0.11995549447632699
ARC-QKD,High-end,155.41498642136142,419.57981044836737,39.63774368865601,8.860442448073849,0.3193378040095016,3000,BCH,0.047120362034298986,184.71307304998834,2.4239651297462204,0.2147275581463651,1.361725358065629,0.6801884826000454,0.09989266391169985,0.09066303207079941
ARC-QKD,Mid-range,130.36892389723303,193.65724458040404,29.23801613811273,0.5844878563633088,1.3734181950308662,3000,BCH,0.018281486465825263,693.1677914918955,2.7350787487613344,0.1587728983992762,1.4754898015646336,0.6832284611703535,0.19415065372735474,0.2420826414737535
ARC-QKD,Mid-range,128.20232752081645,194.41968945635435,25.58098486802236,2.8294203073391166,1.8036222432873463,5000,BCH,0.03913617746716542,247.98805100831518,4.079229648038133,0.30469258983038017,2.364399828639334,1.0686903233130693,0.3957289058391169,0.23233829291659108
BB84,Low-end,86.26427465239946,73.79685873134295,14.312430163070996,0.7375505371413462,1.2339134110928252,4000,BCH,0.011715052306668784,335.292926662494,4.977620686219112,0.4905156550779924,2.8121359173019265,1.2943387719498956,0.10140019544568063,0.2576476477616614
ARC-QKD,Low-end,87.29201491365957,92.22675102345755,12.97255811746011,6.610311138197344,0.35359467643549725,4000,LDPC,0.04093891098261481,91.17311644107062,3.5700295316003077,0.2878077048617944,2.0052631635712874,0.8359155951242115,0.2829340991494742,0.3953281173885173
ECDH,Mid-range,121.42266629747989,191.05258019817103,27.770245521446938,8.414217284939708,0.7236576449135488,0,BCH,0.0,0.0,0.24953462960133316,0.0,0.0,0.0,0.0,0.0
ARC-QKD,High-end,171.01507922877806,340.71225976149253,32.49525579400873,2.302927484057116,0.550421984136217,5000,LDPC,0.02234554998260134,587.5221354639577,3.9375152122440276,0.2773197706062345,2.0436347456885753,0.9813597913606682,0.017217763060498048,0.2081682839612584
ECDH,High-end,167.95247585525811,350.4455477121288,44.64332558236012,7.379681392069294,0.2650150083055785,0,BCH,0.0,0.0,0.12721070406271345,0.0,0.0,0.0,0.0,0.0
BB84,Low-end,88.0004352208206,98.83929677432056,14.625747135574102,6.169938482699327,1.4787279458850742,1000,BCH,0.04672760970302841,70.61984855447459,2.1813181046423975,0.18240149376757817,1.251384370102217,0.5054071557653528,0.17790552153715622,0.06670583687399669
ARC-QKD,High-end,159.80419885220007,366.07747075019125,44.61124526322398,5.649377592645163,0.8951174980744825,1000,BCH,0.049992367537564614,258.0819393436102,1.217228081308207,0.1352834650218438,0.6449511182040847,0.3066635504837654,0.08244654135145697,0.048334392561103195
ECDH,Mid-range,126.2492250744738,200.3860390368922,26.926278699592107,3.2664255627450465,1.2764202534829763,0,LDPC,0.0,0.0,0.22648049128612652,0.0,0.0,0.0,0.0,0.0
ARC-QKD,High-end,167.70311700664217,435.325863074872,41.62672129117208,2.032286261774829,0.5771976160329753,1000,BCH,0.016932406409842483,597.7234773185584,0.8453333884497186,0.11198395268072625,0.4252743915635608,0.20575766987802574,0.03796321018598131,0.03119069041142506
ARC-QKD,Low-end,91.48253738605081,95.79246178570571,16.1262073434541,4.892089618544229,0.2695830482914707,3000,BCH,0.025702416522707522,134.32671045558212,2.6231128574249825,0.31141949264194657,1.417051678514131,0.6269388643428015,0.09858138427831382,0.13392177768592897
ARC-QKD,Low-end,92.0185383014751,94.2592589594994,17.126129095852246,5.7657445906989455,0.8233801018197167,1000,BCH,0.03653606664557499,154.74910347110264,1.3314117915980017,0.12781475468196138,0.7057872946963438,0.3534793326072604,0.08833021363011002,0.08285597169470751
ARC-QKD,High-end,163.5633374259697,428.9364357830032,43.34233866118296,9.022613121479509,0.23681210995428045,2000,LDPC,0.05335439816357734,150.57789146177478,1.6571936484017005,0.17711296837814142,0.9014671195609579,0.41878617993410916,0.056096291510647774,0.09555219000360059
BB84,High-end,147.66126102141124,296.01629775892764,43.790319871768176,9.460465881934255,0.9396628774192566,5000,LDPC,0.0549586150438856,41.22203362077948,4.994185685932873,0.4421554369457997,2.7845271040602024,1.2427809692339862,0.28706260875580675,0.3773377698208503
ECDH,Low-end,88.83465176482737,93.5310967968439,12.914769675473417,5.462748443211509,0.8411806003489422,0,BCH,0.0,0.0,0.2515565054852229,0.0,0.0,0.0,0.0,0.0
ARC-QKD,High-end,149.81292773357427,505.62098120588206,44.52386850060695,9.452884275477492,0.7040580276610666,4000,LDPC,0.054529517000079034,105.56616732748599,2.8080905277602017,0.23748798238733335,1.5307785434014287,0.8170426702786048,0.030833355682579618,0.19023606318687503
BB84,Mid-range,129.38113106866584,165.89482594210548,34.93135652518698,5.789452328480473,0.26114987540885554,5000,BCH,0.03457816887063519,150.7690577940081,5.325279524702222,0.6052433209987255,2.9568332600574454,1.1507676695000286,0.11650461738369775,0.24858098092245948
ARC-QKD,Mid-range,135.22984288000345,195.5619927705326,27.773846617532083,4.970467836451857,0.30396388265800073,5000,LDPC,0.026404843891635783,248.8458812612754,4.249579628742905,0.48035234324106474,2.3918735537218327,1.0682812586925667,0.2679785899906757,0.315604763947611
BB84,Low-end,88.88937508408911,117.26994924779697,13.47263525430644,6.003910235787424,1.7321003905643324,1000,BCH,0.05471890117379534,68.81716615309027,1.9889913413912095,0.26861517848843197,1.0584381887070105,0.48649000758502886,0.10172019514264118,0.13797943642636012
ARC-QKD,Mid-range,120.83577198323833,186.68233288202887,31.330210100340064,3.6244776041989617,1.141923350258502,1000,LDPC,0.027930246160175896,291.49265125512926,1.4474164501931905,0.08087069422944439,0.8186697720060868,0.2950015480786569,0.08596389515539499,0.028870206376652358
ARC-QKD,Mid-range,144.23614308608086,216.52747166991577,29.12239844050437,1.9023718355447645,1.5369330180356444,1000,BCH,0.029677470481287344,356.1216160801716,1.2727549548731232,0.11603401520003759,0.6849587105667139,0.2753733938416391,0.0647244811928054,0.04841638032618158
ARC-QKD,High-end,156.38757778439768,480.3963025416886,42.99623861914858,9.345972583390664,1.117591477379859,1000,LDPC,0.05668784193406197,170.20702005934368,1.214422430962734,0.12123732954578155,0.6397237341734797,0.2820926177008936,0.1037225529897377,0.05032988904098779
ECDH,Mid-range,133.62253797775267,140.59810239485694,25.7257312410968,0.9760736740687456,0.8211066715085706,0,BCH,0.0,0.0,0.28067023921523526,0.0,0.0,0.0,0.0,0.0
ARC-QKD,Low-end,96.3544716706017,107.75372127888154,16.693075698343428,3.5819863321582632,1.997751568387499,4000,LDPC,0.04692994539867731,165.5311293392695,3.6646889042331896,0.3890403234325365,2.057290806117873,0.8510776569873105,0.24955366035794227,0.1676455746389764
BB84,High-end,166.95750776074695,344.138157159962,42.45338349423757,9.388127508771372,1.1977060793428222,3000,LDPC,0.05665023540554028,72.5491168696598,3.1339969814491564,0.3061367126383189,1.7441137806977587,0.8165159351075083,0.040806244149244934,0.20530471166675482
ARC-QKD,Low-end,89.9916720339875,105.74874205864798,14.032682507174798,0.5832464246694178,1.4815578450777809,4000,LDPC,0.015820952328952614,491.31944839378355,3.5313503984555976,0.3799287163512651,1.8986537584596657,0.8704197666210693,0.14454666650274678,0.17174446613589234
ECDH,High-end,151.3498400625302,451.96674008370064,35.542946509241304,6.671399181719889,1.9185341324054004,0,BCH,0.0,0.0,0.2758122669987919,0.0,0.0,0.0,0.0,0.0
ECDH,Mid-range,136.07732760291736,172.0428589331921,18.852905810375713,9.77904175046235,0.7191277186016936,0,BCH,0.0,0.0,0.30292739280265213,0.0,0.0,0.0,0.0,0.0
ARC-QKD,Mid-range,108.17369021233124,217.31248487595985,21.704273325284106,2.8155809760390538,0.25712798216016297,2000,LDPC,0.01781092389107659,352.84649122907945,1.9092103688755788,0.20497219977334402,1.0180678025838759,0.40162641996607823,0.12961085077000722,0.11852488103128529
ARC-QKD,Mid-range,125.71323330137479,163.61482084669532,30.89022588933237,1.0887167077810223,0.7986204334375107,3000,BCH,0.01,644.307483482303,2.961617628128292,0.3725828696881571,1.6555484794311917,0.7066732395556199,0.19158756208268551,0.043036516003742774
ARC-QKD,High-end,146.30224097886838,398.4796224348521,41.81374484324516,4.505997682523368,1.5934429810680126,5000,BCH,0.033136550594041116,303.46115265089577,3.849312106110975,0.49995110686453226,2.094106737673775,0.9909932221163419,0.0906858854777961,0.22551309786831356
ARC-QKD,Low-end,94.8152247450627,86.09570496631099,12.646889365146432,2.3286464414592785,0.6278716972075657,1000,LDPC,0.018177877262828095,314.0856968532371,1.5032250531186786,0.10553431393868762,0.8297343801013125,0.37590006835803685,0.08848757221652521,0.07587238743892238
ARC-QKD,High-end,167.35367880391556,281.35100658484725,44.29884409684457,2.4742689933430935,0.8077112873373267,5000,LDPC,0.020264171873395864,464.6949839734121,4.1204677681931345,0.3670047543995928,2.251125055523713,1.080864346322439,0.3448405278641588,0.2629031493245654
ARC-QKD,High-end,154.58638313638372,427.6206110743459,44.46809229098619,1.9261179299735294,1.7656019206252722,5000,LDPC,0.029051000776431333,463.2996112544773,3.540826104931333,0.31686166213871636,2.040513953401159,0.9345399998836602,0.13009167806407873,0.18037893162490892
ARC-QKD,Mid-range,118.01432374956522,190.40325494565508,30.673047517979434,5.292026929882804,1.1240299751515295,2000,BCH,0.03763942507270479,173.79187312212485,2.1139406243073413,0.20052912571190842,1.1725065129359966,0.5618496504360183,0.13267731667737442,0.020759703040913614
ARC-QKD,Mid-range,112.23485544049078,169.52829610222258,24.20562360605136,0.8132898730263588,0.8824888124590169,5000,BCH,0.01,683.7275116693779,4.026794818169092,0.44555231911075194,2.18554145084334,1.0390752207442888,0.25046164273733373,0.3526676999869601
ARC-QKD,High-end,156.07274566866062,292.8253016389836,52.09473380178726,9.477097455569512,0.3659968574590111,3000,BCH,0.046171388112501224,180.7535914047848,2.4544848761652625,0.22910134894613163,1.3261445449224347,0.6948839596653137,0.11179153389557402,0.13499329898344933
ARC-QKD,High-end,164.17988584341168,358.3164700167342,45.06237791845005,0.830419429314315,0.21398908260264585,1000,LDPC,0.01,957.619132690869,1.0954410477300647,0.0952812166016978,0.6357790187100891,0.28099635936551004,0.043143202250694804,0.06553832113845096
ARC-QKD,Mid-range,132.32718973737303,143.35240773291244,23.079843527048233,8.523737271688576,0.9648805755579937,3000,LDPC,0.05083564867251985,123.77311877746808,2.732980363801858,0.21297411387045725,1.4758942351210727,0.583056734558283,0.11781824289844536,0.21003001526104242
BB84,Mid-range,127.2238188342711,175.55660900893724,26.87201453207331,2.204439143430227,0.6344446906540844,2000,LDPC,0.01414702817101611,367.6319517091444,2.8213630261605442,0.22485074304916194,1.5520726903823172,0.6477166108060021,0.1043870736671764,0.060482432477976134
ARC-QKD,Mid-range,126.93471798489911,147.3264216721945,23.6618526133095,2.9445595167264234,0.21690276508083892,1000,LDPC,0.018252552051963546,315.3579826637159,1.6419077466518475,0.15655765685234438,0.9127223087248608,0.43783576880177894,0.11674412169938789,0.12024559683282272
ARC-QKD,Low-end,84.59681615252524,110.24676308579744,17.159855438582518,5.267527762331876,1.726030200205898,4000,BCH,0.047909013003653245,130.2236776811977,3.535733019814621,0.38925567969378144,1.9626614223573564,0.8432939782312369,0.1508112125497498,0.13250074100807932
BB84,Low-end,89.63926956338139,80.74866286214356,12.983341734747821,6.079035097438836,0.6352315229417274,4000,BCH,0.039810567830580595,73.58738570447062,5.187927757306066,0.6388452701297139,2.777501609157868,1.0871139502083027,0.1554062875482019,0.3310742446365406
ARC-QKD,Low-end,88.72990920754887,121.9720867671767,17.518537866320187,1.547171906104772,0.6633696501263474,1000,BCH,0.02096529777302797,296.29693116213986,1.5090454026887958,0.12723461351919763,0.812113997031708,0.4358297180756912,0.08541144985817417,0.0474382042483245
ARC-QKD,Low-end,91.26915484158678,65.51058807180164,13.715778065054444,4.24755834299761,0.7834336831552688,1000,LDPC,0.02602896563994011,235.21247885232222,1.3268872118870354,0.12986755119158122,0.739029822023685,0.3032540208585939,0.04088794491651485,0.06760713296789661
ECDH,Low-end,93.56729944751773,97.01239536452269,14.126391344583093,9.26033099712173,1.335495987252822,0,BCH,0.0,0.0,0.26501288508390936,0.0,0.0,0.0,0.0,0.0
BB84,Low-end,86.19453773901103,76.67824480325963,15.140490820199522,4.953034311946332,1.14616188290196,2000,LDPC,0.03750173456763955,156.11136400272017,2.801112605117758,0.3530201792537089,1.5478535350546774,0.6739005853659198,0.10656644985407085,0.0763077210468763
ARC-QKD,Mid-range,106.06862775971788,166.92453314356638,31.68012156241583,3.72499526378077,1.0796937662012214,3000,LDPC,0.03589225943925406,169.61073794408298,2.6871666976491224,0.1609780183592455,1.4763810784292992,0.6550356853375933,0.12782660215759384,0.09245725377642112
ECDH,Mid-range,107.5523880911618,193.9950024788889,30.942962597495598,3.4398268654124564,0.41957920862558606,0,BCH,0.0,0.0,0.38236230967928597,0.0,0.0,0.0,0.0,0.0
BB84,High-end,162.08510079045254,410.42108574809833,45.103954490510446,2.8673418608056886,0.20519110478596356,3000,BCH,0.02224533672807483,328.2446713257229,3.4181327165807325,0.4924615655952167,1.8711162615684995,0.9244849528432892,0.12639915653498404,0.12362760379410763
BB84,High-end,165.06437936545086,350.0452393540003,46.0677650118736,2.039484604417183,0.48645336632079683,3000,LDPC,0.012148704070089883,512.483672649231,3.0255644183656063,0.3219780557381111,1.6604287767492096,0.7179808300216054,0.0798046890642007,0.15184313074383918
ECDH,Mid-range,123.28146521433281,185.62572238666232,33.549350876136764,8.500474660100952,1.2182885589529049,0,LDPC,0.0,0.0,0.2896482478924026,0.0,0.0,0.0,0.0,0.0
BB84,Mid-range,125.6944768802196,188.7934573377542,25.191115975959644,4.144811437553957,0.3881415538323655,3000,LDPC,0.02545332383448226,189.4590664030221,3.184199607827144,0.3247128828646885,1.7902049485722287,0.8469972285640658,0.20961766449625818,0.2966780521612394
ARC-QKD,Low-end,82.22767899715726,87.59896845973083,13.295559104799796,6.1325749286256075,0.5046024844021118,5000,BCH,0.03599659911818679,62.03847271412523,4.3928563784929455,0.419691680935518,2.4265165869065553,0.9805205249930485,0.11912498825794567,0.40276566212048115
ECDH,High-end,165.4186757423842,457.31763923861587,40.77790109177376,4.733885420395241,0.6702500676498435,0,BCH,0.0,0.0,0.2265393980235732,0.0,0.0,0.0,0.0,0.0
ARC-QKD,Mid-range,122.31307783323406,236.6542292036504,31.990663469544515,0.833932068551255,1.990681092704809,3000,BCH,0.025148159622016355,553.3687606565255,2.486678063403212,0.2627625649449756,1.2921651853274088,0.6825640067629396,0.17251215774663411,0.1606027817652036
BB84,Low-end,87.29852773106067,80.44197144528616,10.976827065764926,5.732473978485958,0.6737895614056926,5000,BCH,0.03236556746370757,78.2121731199889,5.161953240534929,0.5500777299651621,2.857116167840351,1.4071835213955077,0.34040201646344026,0.3200538135703433
ECDH,Mid-range,115.08043589663647,178.64461033158838,28.31396689277653,8.612700594711512,1.479418070852353,0,LDPC,0.0,0.0,0.2414392875300882,0.0,0.0,0.0,0.0,0.0
ECDH,Low-end,83.32946833425925,79.4904164389602,14.223892709365458,7.89693641704718,1.651809495790678,0,BCH,0.0,0.0,0.3122632394652574,0.0,0.0,0.0,0.0,0.0
BB84,High-end,144.22489290489517,280.21366781804363,44.95342026208764,4.510564951332441,1.0290556597579315,1000,LDPC,0.03464900164073444,166.87600749191913,1.698471480600143,0.2044013591709118,0.9602997315621276,0.4099919555311512,0.08321878964768359,0.10863030946329787
BB84,Mid-range,126.87588864309495,150.97384626725142,29.925828382975823,7.239930993741341,1.9619087057255438,5000,BCH,0.06322971518020537,60.69521893848063,5.273805528787273,0.791453161481011,2.852513423365595,1.344669240679267,0.33311835795754596,0.2840086108979554
ARC-QKD,Low-end,89.7791373548538,121.61585781449341,17.10062433520532,4.511229499698658,0.3104255750089773,3000,LDPC,0.01577949375452389,185.84072332971272,2.831600204223512,0.3133658953609414,1.5421399037966703,0.6482945275003075,0.10779504930231788,0.1498099936998068
BB84,Low-end,85.63341806298821,92.64959746319224,17.64467667107178,1.5457592951885797,0.5305365077481811,1000,BCH,0.011485914087682793,298.57365487644114,1.6874746577283632,0.14804007716946432,0.9998078850706077,0.40688624562027254,0.05469246382128165,0.09311358307513426
ARC-QKD,Low-end,91.37763027638157,98.87358820142195,16.816366449375966,6.315631931849786,1.2521876732918802,1000,BCH,0.048078466395186384,49.956968532169824,1.4222021565785137,0.16663039777524039,0.7605872601821906,0.3395293295417342,0.02088604959148963,0.0419269678398718
